Nom,Département,Code commune,Position géographique,UIC,Jour de la semaine,Horaire en jour normal,Horaire en jour férié,Latitude,Longitude
Sisteron,Alpes-de-Haute-Provence,4209,"44.1902025, 5.9465888",87751206,Jeudi,06:00-20:55,,44.1902025,5.9465888
Sisteron,Alpes-de-Haute-Provence,4209,"44.1902025, 5.9465888",87751206,Vendredi,06:00-20:55,,44.1902025,5.9465888
Sisteron,Alpes-de-Haute-Provence,4209,"44.1902025, 5.9465888",87751206,Samedi,06:00-20:55,,44.1902025,5.9465888
Sisteron,Alpes-de-Haute-Provence,4209,"44.1902025, 5.9465888",87751206,Dimanche,08:10-20:50,,44.1902025,5.9465888
Toulon,Var,83137,"43.12837, 5.929293",87755009,Lundi,04:45-00:00,04:45-00:00,43.12837,5.929293
Toulon,Var,83137,"43.12837, 5.929293",87755009,Mardi,04:45-00:00,04:45-00:00,43.12837,5.929293
Toulon,Var,83137,"43.12837, 5.929293",87755009,Mercredi,04:45-00:00,04:45-00:00,43.12837,5.929293
Toulon,Var,83137,"43.12837, 5.929293",87755009,Jeudi,04:45-00:00,04:45-00:00,43.12837,5.929293
Toulon,Var,83137,"43.12837, 5.929293",87755009,Vendredi,04:45-00:00,04:45-00:00,43.12837,5.929293
Toulon,Var,83137,"43.12837, 5.929293",87755009,Samedi,04:45-00:00,04:45-00:00,43.12837,5.929293
Toulon,Var,83137,"43.12837, 5.929293",87755009,Dimanche,04:45-00:00,04:45-00:00,43.12837,5.929293
Veynes Dévoluy,Hautes-Alpes,5179,"44.5320046, 5.815764",87763300,Lundi,04:30-00:00,04:30-00:00,44.5320046,5.815764
Veynes Dévoluy,Hautes-Alpes,5179,"44.5320046, 5.815764",87763300,Mardi,04:30-00:00,04:30-00:00,44.5320046,5.815764
Veynes Dévoluy,Hautes-Alpes,5179,"44.5320046, 5.815764",87763300,Mercredi,04:30-00:00,04:30-00:00,44.5320046,5.815764
Veynes Dévoluy,Hautes-Alpes,5179,"44.5320046, 5.815764",87763300,Jeudi,04:30-00:00,04:30-00:00,44.5320046,5.815764
Veynes Dévoluy,Hautes-Alpes,5179,"44.5320046, 5.815764",87763300,Vendredi,04:30-00:00,04:30-00:00,44.5320046,5.815764
Veynes Dévoluy,Hautes-Alpes,5179,"44.5320046, 5.815764",87763300,Samedi,04:30-00:00,04:30-00:00,44.5320046,5.815764
Veynes Dévoluy,Hautes-Alpes,5179,"44.5320046, 5.815764",87763300,Dimanche,04:30-00:00,04:30-00:00,44.5320046,5.815764
